MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
12.809,7.0,10.4784,2.3667,530.0,1.0,37.0989,-119.271,5.0
0.943,46.0,8.9424,2.2059,1235.0,4.0556,41.7187,-117.818,0.5616
1.5115,36.0,7.7144,2.0975,553.0,1.4702,39.7088,-120.3317,2.3285
9.712,31.0,9.2209,2.2814,2833.0,3.2785,37.6983,-117.2875,5.0
1.7665,21.0,7.5845,2.2183,2671.0,1.0,37.5186,-120.9367,3.2347
0.9965,29.0,10.1487,2.6996,1599.0,2.3339,34.0896,-118.0206,1.5719
6.636,37.0,3.0329,1.0257,3269.0,2.184,36.741,-116.5366,4.8291
1.4303,18.0,2.1418,0.5,1034.0,2.7642,33.8765,-114.5595,1.081
2.9541,17.0,6.1803,1.4185,377.0,1.0,33.294,-117.8555,1.7167
1.8172,38.0,8.5446,1.2923,4168.0,1.4035,33.5368,-120.8436,3.9906
2.7029,28.0,5.6187,1.7639,1909.0,2.5041,38.2628,-116.9991,2.6682
4.1866,21.0,3.1692,0.937,2256.0,5.4599,34.3388,-116.1334,1.6055
6.4228,23.0,7.7676,2.5505,1375.0,1.9108,33.9188,-120.1878,5.0
3.3346,42.0,6.233,1.8322,3475.0,1.0,40.7377,-120.7293,4.3189
2.4794,27.0,3.8788,1.0124,2417.0,2.654,33.6591,-122.9143,2.077
3.1078,5.0,3.9714,1.1947,2049.0,1.6923,39.2035,-117.4602,1.7385
1.7572,43.0,1.2456,0.5,882.0,5.0214,36.4615,-119.8734,2.4795
2.8901,13.0,2.0888,0.5,425.0,1.3028,38.0013,-123.1177,1.6464
4.4705,4.0,1.9474,0.6604,3260.0,6.0923,32.7219,-118.6608,0.3
1.2916,15.0,1.7308,0.5,4666.0,2.965,32.5002,-114.2053,0.4543
8.168,7.0,8.3109,1.5129,1933.0,1.0299,40.2639,-123.9662,5.0
5.3474,2.0,1.0,0.5,2902.0,1.0,37.0167,-119.1386,2.9746
2.965,36.0,1.0,0.5,3725.0,5.5088,33.1774,-114.7674,2.3929
5.0306,34.0,17.1949,4.0657,535.0,1.9102,35.7628,-114.5251,4.9446
5.6046,16.0,4.2329,1.2806,2269.0,7.2611,37.3104,-120.9461,2.029
0.8813,36.0,2.3096,0.5051,4617.0,1.5587,33.7872,-122.7153,2.6911
1.1982,2.0,17.9583,3.8188,2637.0,3.1973,37.6902,-120.1244,1.1967
4.1933,22.0,2.9464,0.6644,3995.0,2.473,37.5231,-121.1873,3.0261
0.8895,30.0,8.6447,2.2521,783.0,2.9224,38.2269,-119.4811,2.1341
4.4109,41.0,4.3569,1.4976,3552.0,1.5093,40.1975,-118.302,3.9794
1.288,14.0,1.6141,0.5,2456.0,4.9315,36.4214,-116.5103,0.5374
13.0143,49.0,1.0,0.5,3232.0,6.1593,40.9413,-117.9048,5.0
5.2539,20.0,4.6683,1.2882,1161.0,3.6895,37.0094,-115.2226,3.5743
3.7856,38.0,2.8428,0.7919,2402.0,6.2414,36.8429,-116.8486,3.1407
1.523,10.0,4.6815,1.4701,2724.0,1.6564,38.729,-119.1061,1.2233
2.5235,35.0,8.7818,1.8554,4627.0,1.0,38.3665,-123.2593,3.4943
2.8828,29.0,6.4911,1.1593,3140.0,1.4393,32.6086,-116.141,2.1373
3.3044,23.0,11.1335,2.7121,2120.0,1.9071,41.8331,-117.0727,3.4614
8.4222,13.0,1.6277,0.541,1103.0,3.4951,41.4556,-121.0038,4.223
4.8184,29.0,4.4223,1.0627,3735.0,3.3639,35.1722,-122.0876,3.077
5.9757,21.0,14.5745,3.6329,2083.0,4.9407,37.8065,-117.656,4.9261
5.0635,15.0,1.4023,0.5,4343.0,3.2743,39.8196,-123.6241,2.4134
6.3553,27.0,3.1156,1.0612,4478.0,1.0,41.2444,-116.3126,5.0
0.9232,13.0,5.0263,1.2523,3070.0,1.0,38.0661,-122.1404,1.0722
6.2039,34.0,1.0,0.5,4595.0,1.397,32.6799,-118.3279,4.8966
3.1164,2.0,9.8194,2.5121,2464.0,3.3765,38.9664,-121.343,1.9925
3.6834,13.0,15.7808,5.0,437.0,5.9526,33.3842,-119.5367,2.1314
5.3415,25.0,4.3006,1.043,866.0,1.9491,38.8762,-116.1735,4.6306
0.5,7.0,6.0201,0.9228,1508.0,1.7002,38.0806,-121.5149,0.3
2.0952,12.0,4.388,0.9707,3429.0,1.0,38.5864,-124.1559,2.4379
0.5,22.0,8.0729,1.7764,1803.0,2.0072,34.2979,-123.6951,1.1772
2.9875,24.0,5.8126,1.8376,1835.0,9.1752,37.1893,-123.7255,1.3598
6.5303,18.0,14.6477,4.6771,2445.0,8.3605,38.3706,-119.7262,3.4739
11.1613,42.0,5.1911,1.7105,4947.0,1.7473,35.3528,-123.6339,5.0
0.5,27.0,9.0945,1.7659,3860.0,9.1262,34.2254,-120.2082,0.3
1.7775,19.0,5.4346,1.6027,4704.0,7.2688,34.6155,-117.2423,0.7402
8.5838,27.0,2.1037,0.5152,4242.0,3.4222,40.6512,-115.3494,4.862
15.0,17.0,9.5436,1.6421,1500.0,5.3895,36.9132,-122.1971,5.0
5.7698,3.0,1.7647,0.5,1960.0,1.0,38.7802,-115.3827,3.0257
4.6666,23.0,7.622,1.1733,2938.0,2.7727,37.3914,-114.3279,4.2308
1.8086,19.0,5.0019,1.4362,1003.0,1.0,40.4242,-117.9926,2.5896
3.1017,26.0,4.9128,1.5106,1205.0,1.6258,37.3307,-116.8329,3.1629
2.0431,27.0,9.148,2.682,4887.0,4.6486,33.3866,-119.4764,1.1635
6.1991,14.0,10.5981,2.3645,3387.0,2.1866,34.3809,-123.7216,5.0
0.5739,24.0,7.6479,1.7937,3470.0,1.7177,32.626,-114.5166,1.402
5.9883,31.0,12.0519,3.4862,4855.0,3.5432,40.3995,-114.6692,4.1939
1.7859,13.0,4.1902,0.7504,3055.0,2.8333,38.8011,-121.1431,1.4007
7.7839,2.0,4.3391,0.8201,542.0,5.852,39.7124,-122.4643,3.0188
2.0132,10.0,1.4139,0.5,3338.0,3.8357,39.2927,-123.819,0.3
0.5,25.0,4.3531,0.7888,1574.0,1.0,40.3326,-119.3227,1.6839
12.1843,36.0,3.7172,0.9871,1086.0,1.2372,41.8762,-114.8824,5.0
4.2697,34.0,5.1689,0.9128,3130.0,1.3488,38.708,-124.0742,4.1311
10.5357,40.0,5.7711,1.3158,4890.0,1.6252,34.8965,-118.1399,5.0
2.4592,24.0,5.5891,1.3511,631.0,1.0,33.4632,-115.8102,3.3911
1.7998,45.0,3.6064,1.1562,3002.0,3.126,38.1026,-120.5511,3.0577
2.2526,50.0,5.5184,1.2806,3171.0,1.4593,39.8222,-118.1354,3.6458
1.4129,1.0,5.6621,1.5075,2924.0,2.1208,37.8349,-119.8843,1.0126
0.5,8.0,9.6059,1.8201,4098.0,1.5403,35.3838,-123.8198,0.9443
2.4376,21.0,1.8654,0.5,1940.0,4.2269,39.3375,-119.2536,0.6606
2.5213,24.0,3.9869,0.9822,2499.0,1.2187,36.7557,-123.5738,2.6067
3.5817,11.0,2.9454,0.7286,3897.0,9.3375,35.2226,-117.3763,0.3
1.4829,15.0,9.8682,3.2056,899.0,5.45,40.4903,-121.275,0.5568
0.502,3.0,1.2082,0.5,258.0,1.2773,37.9769,-116.154,0.3
2.2357,47.0,10.3956,2.9329,1896.0,5.8615,35.1928,-118.3948,4.1284
1.693,41.0,2.4449,0.8369,3626.0,1.8697,35.6217,-114.7757,1.9129
4.3715,10.0,10.7018,3.1108,983.0,3.7508,37.9308,-116.8275,2.5288
0.7531,21.0,3.04,1.0546,4162.0,2.2083,36.5178,-116.9615,0.4907
11.6997,27.0,7.5611,2.3337,4450.0,3.2106,34.0249,-121.332,5.0
8.6147,23.0,2.8776,0.9651,965.0,7.2648,38.2995,-119.9041,4.1945
1.7971,22.0,6.2791,1.3459,2891.0,6.3814,39.0465,-116.7461,0.4537
2.3809,29.0,6.0472,1.2076,4889.0,4.0687,32.501,-116.9911,1.7229
3.361,47.0,3.2776,1.0255,3693.0,1.7264,37.6003,-117.3002,3.8688
2.3866,27.0,5.0173,1.1259,2986.0,1.7984,37.983,-124.4173,2.3732
1.7374,29.0,3.695,0.7903,2871.0,1.3523,35.6546,-124.3199,2.8996
4.805,14.0,2.7285,0.7428,3130.0,1.0,35.7179,-123.7983,3.2168
2.3961,24.0,20.0,3.254,4864.0,3.6466,35.5178,-124.1715,4.1774
3.03,35.0,1.0,0.5,4545.0,3.7922,36.7306,-116.4624,1.9269
0.5533,30.0,6.5848,1.0989,4833.0,1.8839,40.2134,-118.8123,1.1304
3.1985,25.0,4.0074,0.6937,2787.0,3.0293,36.9557,-119.2491,2.8865
2.5576,37.0,3.9152,0.7,2505.0,2.3612,41.9397,-123.6098,3.0566
2.5129,12.0,4.1423,1.4238,3474.0,1.0,36.0735,-116.4439,1.9254
4.1985,2.0,5.864,0.9023,659.0,1.5983,39.143,-123.5344,3.1364
9.0951,16.0,15.5862,2.6684,3078.0,1.3415,37.7152,-122.1931,5.0
1.7324,13.0,6.5072,1.3126,3724.0,1.0006,39.7417,-115.9833,1.0949
1.9234,47.0,3.5985,1.1904,4548.0,1.87,40.9395,-117.2972,3.1604
8.5305,13.0,3.7069,0.8217,3472.0,2.9632,37.361,-123.5368,5.0
2.581,47.0,1.5023,0.5077,2018.0,1.0,37.1976,-123.7315,3.9666
1.2889,22.0,3.0873,0.5685,2607.0,1.7293,41.4558,-120.2724,2.2514
1.2144,37.0,6.5562,1.2312,884.0,1.8904,41.3698,-118.2247,2.0478
1.7782,30.0,7.5862,1.2163,996.0,4.3011,41.9715,-121.9337,0.5329
2.3415,1.0,18.1377,3.3328,3038.0,1.3004,33.9865,-118.4142,3.6536
3.5589,47.0,6.9643,2.2777,4179.0,1.399,32.5339,-120.7622,4.9062
1.7215,25.0,3.965,0.9378,4644.0,3.7315,36.6544,-118.3782,1.3454
0.7557,29.0,5.4002,1.478,700.0,3.479,39.4667,-116.9547,1.3254
5.3048,14.0,10.0695,2.0729,2721.0,1.0,33.1921,-115.7311,3.5534
5.6783,10.0,8.5045,1.5912,1359.0,2.6173,36.0492,-122.4632,4.7677
1.9858,2.0,4.0394,1.0098,3292.0,7.5343,38.0239,-123.6147,0.3
6.0802,27.0,4.034,0.6542,3101.0,3.092,34.5192,-123.2688,4.4798
3.9795,16.0,10.9381,3.6596,4658.0,2.559,39.4458,-122.78,3.2128
1.8973,22.0,4.4298,1.1172,2457.0,2.6509,34.6806,-121.1267,2.0777
2.3661,51.0,3.0068,0.6239,3343.0,6.3022,40.4864,-124.2022,1.599
3.9626,33.0,7.7376,1.1754,4219.0,2.785,35.8086,-115.8416,3.1358
7.1301,38.0,9.6816,1.5824,885.0,4.6934,38.1872,-115.6698,5.0
0.9387,33.0,3.2376,0.6649,4230.0,6.0642,37.6695,-117.0832,0.3751
1.8559,9.0,10.2162,1.8856,1819.0,1.0893,35.3162,-120.7926,2.3695
1.1399,34.0,13.6945,3.397,859.0,1.0,36.6712,-117.1498,2.8872
7.908,46.0,8.2981,2.0798,291.0,5.1568,40.5367,-118.5241,5.0
2.6952,51.0,1.2515,0.5,2903.0,4.9934,37.7093,-117.6116,3.2536
4.3223,3.0,5.0777,1.4215,301.0,1.0,33.0281,-123.586,2.4966
9.9968,2.0,11.9056,3.9908,496.0,2.9359,39.2738,-115.4029,5.0
2.4632,50.0,9.8398,2.7416,444.0,1.0,34.2333,-120.8737,4.6531
4.6045,39.0,1.0,0.5,3900.0,4.3153,37.1176,-121.7001,4.0774
4.7923,1.0,6.3728,1.1898,496.0,1.0,36.9511,-120.4355,2.9408
3.1185,44.0,6.8045,1.7394,1693.0,1.0,37.1216,-121.9281,5.0
10.0808,48.0,9.8234,3.2163,2090.0,1.0,32.7946,-114.1606,5.0
5.7293,13.0,2.7949,0.8537,4022.0,2.2361,35.0877,-117.7794,3.8506
2.2107,11.0,7.8379,1.9196,4105.0,1.1271,32.982,-115.1773,1.5349
0.8167,39.0,8.9273,2.2213,3009.0,2.3643,36.4421,-114.6093,2.2569
7.8026,16.0,4.7244,1.5376,4611.0,3.9711,38.4027,-118.4551,4.4975
10.0409,6.0,4.5678,0.797,3195.0,3.8051,38.7137,-116.1746,5.0
1.9995,36.0,11.3884,2.2824,3449.0,2.9706,33.1132,-115.085,2.7016
4.7366,28.0,4.6309,0.8078,4385.0,4.644,33.6294,-122.9399,3.9722
1.374,15.0,3.5764,1.0722,2211.0,3.8829,38.7843,-121.7008,1.6346
6.2261,17.0,1.9083,0.5438,1106.0,1.8031,37.5463,-120.3232,4.6676
3.3939,24.0,6.2125,1.8596,3294.0,2.1032,40.4174,-118.0224,2.7963
7.1107,12.0,4.2107,1.1397,2802.0,1.6531,34.4489,-116.5097,4.3861
7.8521,3.0,4.2807,1.3161,2287.0,1.184,33.6433,-120.912,5.0
3.1537,34.0,5.7365,1.7657,372.0,10.0,35.9392,-115.736,0.446
2.8631,15.0,10.5249,3.392,3548.0,5.2325,38.5521,-117.6946,1.6995
5.4114,21.0,9.5612,1.585,3805.0,6.6387,37.1167,-120.631,3.6329
2.3385,16.0,8.5974,1.3957,262.0,2.2616,33.4366,-117.4206,2.0243
4.1624,9.0,3.7222,0.9227,2010.0,3.6643,33.1773,-115.6388,1.8748
1.6478,28.0,7.4731,1.2481,3786.0,5.1629,38.9381,-121.0061,2.3017
2.5573,31.0,1.5916,0.5,857.0,10.0,35.3212,-120.4754,0.3
0.8811,26.0,6.4514,1.5587,4120.0,1.0,38.8601,-117.3049,1.5557
3.3487,26.0,3.3867,1.1232,1658.0,3.8621,35.3017,-120.0298,3.0152
3.6329,37.0,6.0823,1.2789,4441.0,3.5372,35.4905,-122.6523,3.4187
3.7555,3.0,4.1838,1.4395,4439.0,3.846,34.4932,-115.6167,1.834
6.1259,40.0,5.3284,1.7394,4809.0,4.2254,41.8453,-122.4039,4.5625
6.5225,42.0,1.0,0.5,853.0,1.7062,32.6527,-121.938,5.0
10.1681,8.0,19.4439,4.8765,2707.0,2.4266,33.7089,-115.4747,5.0
5.9146,51.0,6.1462,1.9054,264.0,1.3812,40.4448,-117.8237,5.0
3.0195,24.0,10.394,1.6476,1172.0,2.9064,33.8125,-120.0113,2.8607
1.6661,18.0,6.9664,1.4358,3310.0,3.5739,35.1666,-120.5292,1.0602
3.5535,16.0,1.0,0.5,2636.0,2.0529,34.9965,-122.5943,2.4366
3.9044,51.0,6.3256,1.082,2707.0,3.7716,39.1214,-123.7937,4.0547
6.1878,29.0,1.2651,0.5,2864.0,1.0,36.4064,-115.042,3.8212
6.4479,51.0,3.6585,1.1221,2682.0,1.0,40.4856,-124.0348,5.0
8.8513,37.0,5.3965,0.9014,2599.0,6.4312,39.6006,-123.8585,5.0
3.5906,24.0,4.4315,1.092,216.0,2.2349,37.5455,-116.6781,4.0194
5.1569,2.0,1.9395,0.5312,732.0,1.4782,34.8661,-115.2051,3.3928
9.8768,47.0,1.9399,0.5,2674.0,1.2493,40.028,-117.119,5.0
2.7713,12.0,9.3571,2.8162,4128.0,1.6861,40.7269,-121.9824,2.6439
3.7881,40.0,10.5503,2.0191,2815.0,4.759,40.4447,-121.6852,4.3335
6.6419,7.0,7.8212,2.6768,2256.0,2.9511,32.9913,-114.5017,3.4567
1.2763,43.0,11.0473,1.939,1946.0,1.2225,39.1306,-117.2191,3.1243
2.068,2.0,19.4316,5.0,794.0,4.1701,39.1874,-115.8908,1.8466
3.858,7.0,6.5374,1.5801,4319.0,3.8423,41.4592,-119.8578,1.7206
4.4948,16.0,9.5358,1.754,2265.0,4.617,35.003,-116.4242,2.5335
5.9428,40.0,4.9424,1.4705,233.0,1.842,39.9703,-114.3,5.0
0.7855,51.0,2.7694,0.6286,1008.0,2.5896,39.0464,-120.7901,1.7451
4.6159,13.0,1.3706,0.5,4975.0,5.7682,40.8479,-121.1666,1.7858
2.7208,30.0,13.6052,4.3838,3839.0,2.536,39.0864,-124.0533,3.7443
4.7172,39.0,2.9245,0.5187,2143.0,2.5196,40.5983,-116.835,4.4413
0.6,46.0,1.0,0.5,463.0,2.0009,35.916,-121.997,2.8167
4.7144,13.0,3.6076,1.1972,701.0,9.801,33.9974,-121.8593,1.1834
4.2741,6.0,5.2128,0.8459,2130.0,6.7345,35.9518,-117.9271,1.5597
2.4604,40.0,19.3178,4.815,2252.0,1.5593,40.243,-116.8162,3.6884
5.789,2.0,6.4243,1.8215,3680.0,1.6811,33.7507,-120.2622,3.5517
1.1398,46.0,4.1407,1.2849,2263.0,3.1321,38.5605,-114.6768,1.9848
6.2786,21.0,9.7482,3.0591,2024.0,4.0542,41.8818,-122.8182,3.9241
3.338,26.0,5.4149,0.8479,1284.0,1.0,41.0026,-119.0156,3.5927
1.3811,26.0,4.8526,1.437,4771.0,1.0,38.8762,-118.0798,2.5826
10.6384,23.0,7.7889,1.1837,3487.0,4.089,40.03,-118.0792,5.0
1.997,1.0,4.3761,1.4404,4181.0,3.1895,33.6065,-117.6687,0.6805
1.5678,8.0,14.2647,4.5384,3668.0,1.0658,37.2389,-117.9076,2.254
1.7253,19.0,13.7343,3.2821,668.0,2.2693,37.5532,-116.2663,2.6778
4.0541,13.0,10.189,3.32,4514.0,2.5416,39.9356,-116.0335,2.7325
8.5981,42.0,3.1283,0.8174,2445.0,3.6564,35.1846,-114.3345,5.0
1.1431,51.0,4.6952,1.5201,4232.0,2.0613,33.5116,-114.7271,2.654
0.7603,11.0,8.9059,2.2998,1799.0,2.565,39.1321,-119.0928,0.7577
7.9337,38.0,4.6245,0.7071,4402.0,5.7745,37.1796,-117.1581,5.0
0.9487,26.0,4.2975,1.0724,4895.0,2.6599,40.5018,-120.3147,1.1886
7.2553,40.0,6.719,1.4375,2721.0,1.0,37.0742,-117.7333,5.0
8.8974,39.0,2.9645,0.5,4584.0,2.6018,40.5396,-124.4226,5.0
4.6729,42.0,5.0252,1.7087,1149.0,1.5016,37.3244,-120.677,5.0
1.5734,50.0,3.7847,1.3051,3816.0,2.3976,39.9356,-114.9888,2.4435
5.9941,30.0,2.265,0.5503,2559.0,1.6874,39.3471,-117.48,4.2561
6.7037,48.0,7.3123,1.6015,1216.0,2.2072,35.0278,-124.3203,5.0
4.6013,23.0,2.5292,0.8482,427.0,1.9997,35.4393,-119.0641,3.5405
2.5583,3.0,1.8021,0.5,3914.0,1.8553,41.0424,-120.6948,1.7615
9.7859,18.0,1.4457,0.503,4678.0,2.355,34.6946,-116.0887,5.0
7.4761,36.0,7.5268,1.856,1027.0,1.0,39.1263,-123.3056,5.0
5.7977,2.0,2.4318,0.5419,3124.0,3.7585,33.8786,-118.2177,2.3706
12.6685,43.0,2.9472,0.8929,2279.0,1.0,39.674,-117.0945,5.0
1.8567,42.0,9.9033,3.3305,4447.0,4.7906,34.6213,-118.3073,1.8745
4.7455,12.0,1.2558,0.5,1254.0,5.6661,38.1436,-121.6459,2.2444
3.2919,45.0,4.2608,1.2503,1019.0,1.5205,37.8603,-116.2508,3.9381
1.6591,40.0,3.1428,0.5386,1498.0,1.281,34.4334,-116.2466,2.8026
0.7249,18.0,9.2622,1.6288,919.0,2.5542,37.1683,-120.7463,0.5222
2.3733,48.0,4.0083,1.2914,3728.0,8.1959,40.8529,-121.7266,2.8089
1.1115,27.0,2.9913,0.8285,268.0,2.0227,38.965,-117.5955,1.4744
3.702,23.0,4.5565,1.3095,1899.0,1.9245,41.9302,-120.6747,2.2653
8.5605,30.0,5.5326,1.6325,2668.0,1.6194,39.9533,-120.9084,5.0
2.5574,51.0,1.5089,0.5,3484.0,1.1175,38.6128,-119.8142,3.63
4.7058,34.0,3.0669,0.6364,3807.0,1.8736,37.8504,-119.7359,3.3376
8.8973,27.0,9.3473,2.8031,2717.0,2.5448,41.4056,-115.8719,5.0
3.7991,34.0,4.1802,1.4376,4520.0,1.3927,37.5066,-114.5907,3.8212
1.1787,38.0,10.4634,3.5599,4106.0,4.2517,36.3254,-117.08,1.9744
3.0635,11.0,13.4074,2.3643,2206.0,4.383,40.4277,-123.5824,2.07
2.8796,28.0,10.6088,2.7532,1968.0,3.7371,41.4323,-120.987,2.8846
3.3668,36.0,11.2234,1.9304,2939.0,2.2238,37.0497,-122.528,3.7866
1.0252,10.0,5.4865,1.4687,3755.0,2.6527,33.8038,-117.602,0.837
1.6306,39.0,2.4778,0.668,1272.0,2.0038,38.2795,-118.2793,2.4503
3.4771,1.0,9.8251,1.8568,393.0,5.2674,39.5384,-114.2825,0.4743
2.7037,1.0,11.9064,4.1271,1449.0,5.102,36.0495,-119.844,2.2883
4.3417,20.0,7.0158,1.4108,2582.0,2.7849,39.6048,-123.4032,3.0151
2.0606,32.0,3.7037,1.2027,2568.0,1.3049,37.545,-118.2767,3.1481
2.796,7.0,3.7112,1.2807,2588.0,3.2008,35.3629,-120.6838,2.1008
2.8565,22.0,11.5221,3.9727,4713.0,3.3986,38.4805,-122.649,2.8436
8.35,10.0,2.0959,0.6186,2559.0,1.6415,36.195,-120.6417,5.0
2.9208,46.0,1.0,0.5,1538.0,1.5396,39.9748,-122.0229,3.8554
0.9976,38.0,7.3896,1.6049,3652.0,1.4513,32.5293,-122.449,2.1515
0.7944,49.0,5.1426,1.1713,245.0,1.1775,40.2727,-119.4701,2.9695
8.1846,19.0,9.5093,3.2637,4013.0,1.0,35.4125,-116.0759,5.0
2.8536,30.0,5.8241,0.9629,2619.0,1.9816,41.6165,-115.2891,2.0508
1.6622,19.0,7.4926,1.8736,2554.0,1.0,39.7121,-121.7927,2.2797
1.2504,21.0,9.6411,1.9177,2728.0,2.3672,34.7899,-119.8366,2.129
2.0868,28.0,8.8918,1.6415,303.0,3.8315,41.7986,-115.7339,1.7156
4.6579,48.0,6.1881,1.2909,694.0,1.5415,37.246,-114.2178,5.0
0.5,45.0,14.2655,4.3894,2384.0,5.96,37.4678,-115.6607,3.0274
6.6332,14.0,12.2009,3.4904,1958.0,6.6907,41.1404,-119.362,3.1627
3.5124,16.0,10.8382,2.6434,3695.0,3.2271,41.2248,-115.4506,2.4052
4.3051,26.0,4.9087,1.1646,1219.0,4.0978,39.1204,-117.1511,2.8909
9.919,39.0,4.5003,0.9688,1579.0,4.1312,41.7953,-123.3194,5.0
1.5832,19.0,2.075,0.6266,3058.0,1.2128,35.6243,-123.6249,1.8404
2.01,4.0,7.6466,1.3678,2546.0,4.6748,34.7072,-114.7629,0.3
1.64,8.0,5.2327,1.0232,4366.0,1.0,32.7779,-114.8858,0.8907
6.5863,21.0,14.5216,3.454,1476.0,2.3137,35.7903,-119.733,5.0
0.7886,46.0,13.0766,2.4109,3468.0,2.0292,38.225,-117.617,2.3137
3.2545,36.0,2.5782,0.676,722.0,1.3393,35.4011,-121.3302,3.8186
2.8327,13.0,1.4946,0.5,3879.0,1.8786,38.0064,-117.2055,0.9179
3.0245,31.0,3.0828,0.8872,392.0,4.1831,32.9597,-119.8597,2.4769
5.025,41.0,15.186,2.3099,3917.0,1.6052,35.8639,-120.8758,5.0
1.9439,15.0,19.3768,4.907,3895.0,2.8363,39.606,-119.9177,2.4853
2.6117,39.0,8.8666,3.077,224.0,4.0867,33.4911,-119.7622,2.3302
4.959,33.0,9.3586,2.9156,455.0,2.2605,39.291,-114.6953,4.5189
2.4982,35.0,2.0427,0.5,2607.0,1.9963,39.7515,-115.2962,2.0407
6.5566,7.0,5.8107,1.2516,1491.0,1.0,37.9032,-122.4779,4.7523
4.5634,6.0,15.1029,4.8858,1595.0,2.322,40.9178,-121.6039,3.0472
1.4048,24.0,3.3007,0.5412,3166.0,1.0,41.5684,-121.3865,1.569
3.5411,21.0,8.3062,2.4198,3593.0,2.8447,32.8294,-124.3797,2.9324
5.575,16.0,9.3568,1.5446,2290.0,3.8229,38.9513,-118.9835,3.9681
3.0961,48.0,3.1309,0.6265,4105.0,2.2648,34.7532,-119.48,2.9272
3.7538,13.0,7.7714,2.6944,3232.0,6.7548,36.3777,-123.2041,1.8241
0.7103,19.0,1.2975,0.5,1204.0,2.7531,38.42,-114.2015,0.3
4.5361,3.0,4.1805,0.9567,819.0,3.5282,39.2666,-116.5826,1.5772
3.0249,2.0,4.5949,1.31,4649.0,2.1167,40.4818,-122.5959,2.3205
1.9175,17.0,4.5563,1.1044,483.0,3.113,39.2012,-117.1646,1.5222
3.98,38.0,4.5799,0.7253,4502.0,6.7719,39.8853,-120.9574,3.004
8.6448,31.0,11.8421,3.761,4758.0,5.0037,38.1912,-117.9184,5.0
2.6437,36.0,3.9425,1.2134,4025.0,5.6536,33.6121,-119.6069,2.479
3.9545,39.0,20.0,5.0,3561.0,2.9837,32.7036,-123.0559,4.968
2.2277,30.0,4.3785,0.7293,4525.0,1.3178,37.5329,-119.7151,2.3025
8.0078,23.0,2.1037,0.5,2550.0,2.1207,39.2976,-114.4985,4.8257
2.8064,19.0,3.5607,0.7402,272.0,1.0,33.5342,-116.7194,3.1262
9.6424,3.0,10.2015,2.7881,3546.0,2.0994,36.5783,-117.9835,5.0
11.9703,17.0,5.9131,2.0225,1553.0,3.7648,34.9337,-115.7273,5.0
5.8537,26.0,6.7861,2.1418,1869.0,2.1744,37.8874,-115.8813,4.2827
1.3294,12.0,4.1342,1.3477,632.0,2.8226,36.2098,-115.2627,0.785
1.2013,8.0,1.822,0.6314,4678.0,6.8025,34.4139,-123.3679,0.3
4.5014,31.0,1.0,0.5,4984.0,4.132,32.5417,-123.1537,2.992
3.7413,25.0,3.2219,0.8086,2237.0,6.5483,35.5545,-116.1915,1.0463
2.2854,51.0,4.7045,0.9058,2116.0,3.1675,37.4035,-114.1484,3.3192
1.7015,42.0,4.4656,0.9503,2497.0,2.4987,41.3275,-118.6495,2.5728
2.726,40.0,3.8012,1.0401,4641.0,7.6204,34.661,-114.4716,0.9007
2.9815,26.0,5.161,1.744,4985.0,2.9113,37.3664,-117.6067,2.5096
5.8202,34.0,9.8968,2.4165,2976.0,4.1888,37.8817,-123.6127,4.5953
2.3817,46.0,3.7413,0.9349,1927.0,2.3711,38.6677,-114.867,2.4747
9.4904,30.0,8.0704,2.0614,4332.0,1.9149,35.6214,-115.7722,5.0
1.9088,13.0,4.9951,1.5731,207.0,5.5391,33.4451,-118.9272,0.3
2.8764,36.0,16.263,4.557,1371.0,1.6725,41.2529,-116.7634,3.9539
1.6782,7.0,7.2105,1.8032,3375.0,2.1072,41.5512,-120.8438,1.7698
2.9891,26.0,2.0782,0.5648,735.0,1.0,36.6632,-118.0959,2.6489
0.8885,44.0,4.1212,0.7449,3984.0,1.0,38.0155,-120.2023,2.9106
1.9525,44.0,5.9402,0.9222,790.0,2.8153,32.7758,-119.0178,2.9904
3.2625,40.0,8.1397,1.7664,1496.0,2.433,32.9485,-117.8798,4.3045
1.8197,30.0,6.0658,2.097,3797.0,2.9489,33.2283,-123.9398,1.6174
7.1475,18.0,2.3653,0.6657,3748.0,4.9023,39.5181,-123.5014,4.2518
4.5877,13.0,3.989,0.665,2261.0,4.1221,34.6587,-123.6429,2.742
3.4526,26.0,5.9029,1.5021,1949.0,3.0384,34.2522,-118.3127,3.2094
3.4241,29.0,9.1323,1.624,1505.0,1.7733,32.5792,-120.2058,3.605
15.0,17.0,15.0434,4.3757,3449.0,1.5161,32.7175,-119.2994,5.0
5.3684,13.0,8.4048,2.232,3670.0,2.7561,36.3511,-119.2971,4.8796
4.8689,40.0,9.7699,2.7904,4530.0,3.6727,37.6459,-124.0791,5.0
2.0492,28.0,3.0394,0.9161,1449.0,1.4065,38.0011,-116.221,1.8236
1.8153,25.0,9.8625,2.2898,3097.0,2.7698,36.8502,-117.2128,2.3436
4.4422,42.0,8.8651,1.7752,4344.0,1.0,36.8658,-117.3458,5.0
4.3134,50.0,6.2052,1.0322,3606.0,1.525,39.6549,-124.1438,4.8364
